case_id,experiment_no,T_C,pH,topo_wt_pct,na_li_mass_ratio,oh_inventory_multiplier,invert_reaction_constants,initial_Li_mol,initial_Na_mol,initial_OH_mol,Li_extraction_pct_calc,Na_extraction_pct_calc,selectivity_calc,Li_extraction_pct_exp,Na_extraction_pct_exp,selectivity_exp,Li_extraction_AARD_contribution_pct,selectivity_AARD_contribution_pct,converged,iterations,final_extent_delta,source
held_2014_s2_no_born_table9_kij_pH_stoich,12,35.0,10.5,20.0,20.0,1.0,False,0.1440922190201729,0.8699521948219663,0.00031622776601683794,4.5116579089136545e-10,7.471691683962149e-11,6.038335225472227,39.59,16.16,2.45,99.9999999988604,146.46266226417248,True,1,9.999958344297414e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,13,25.0,9.5,40.0,20.0,1.0,False,0.1440922190201729,0.8699521948219663,3.1622776601683795e-05,4.5112036426744643e-10,7.471692198683194e-11,6.03772682642028,37.5,10.72,3.5,99.99999999879701,72.50648075486514,True,1,9.999957064918265e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,14,35.0,9.5,40.0,20.0,1.0,False,0.1440922190201729,0.8699521948219663,3.1622776601683795e-05,4.5112036426744643e-10,7.471692198683194e-11,6.03772682642028,36.32,15.01,2.42,99.99999999875791,149.49284406695372,True,1,9.999957064918265e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,15,25.0,10.5,40.0,20.0,1.0,False,0.1440922190201729,0.8699521948219663,0.00031622776601683794,4.5130365747437187e-10,7.471847664278882e-11,6.040054317915859,38.04,10.76,3.53,99.99999999881362,71.10635461518014,True,1,9.999570643100586e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,16,35.0,10.5,40.0,20.0,1.0,False,0.1440922190201729,0.8699521948219663,0.00031622776601683794,4.5130365747437187e-10,7.471847664278882e-11,6.040054317915859,35.44,14.74,2.4,99.99999999872658,151.66892991316078,True,1,9.999570643100586e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,17,20.0,10.0,30.0,15.0,1.0,False,0.1440922190201729,0.6524641461164746,0.0001,4.511364654264544e-10,9.962251286034903e-11,4.528459004631394,37.63,8.49,4.43,99.99999999880112,2.2225508946138604,True,1,9.999966346455674e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,18,40.0,10.0,30.0,15.0,1.0,False,0.1440922190201729,0.6524641461164746,0.0001,4.511364654264544e-10,9.962251286034903e-11,4.528459004631394,31.51,13.65,2.31,99.99999999856827,96.03718634767938,True,1,9.999966346455674e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,19,30.0,9.0,30.0,15.0,1.0,False,0.1440922190201729,0.6524641461164746,1e-05,4.511036464856636e-10,9.962235038608653e-11,4.528136956590674,33.64,11.07,3.04,99.99999999865904,48.95187357206164,True,1,9.99999663463595e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,20,30.0,11.0,30.0,15.0,1.0,False,0.1440922190201729,0.6524641461164746,0.001,4.514647106672475e-10,9.962413754901481e-11,4.531679990154275,39.9,11.32,3.52,99.99999999886852,28.74090881120098,True,1,9.999663474711955e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,21,30.0,10.0,10.0,15.0,1.0,False,0.1440922190201729,0.6524641461164746,0.0001,4.511093920952933e-10,9.962234527279762e-11,4.528194862909647,38.01,9.79,3.88,99.9999999988132,16.70605316777441,True,1,9.999997587846713e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,22,30.0,10.0,50.0,15.0,1.0,False,0.1440922190201729,0.6524641461164746,0.0001,4.51190135793426e-10,9.962371547465529e-11,4.528943069867844,38.91,11.58,3.36,99.99999999884044,34.789972317495355,True,1,9.999742157108118e-13,Rezaee2025_Table5
